2,Leather,Armor,10,
35,Longsword,Weapons,15,
7,Breastplate,Armor,400,
97,Lamp,Gear,5,
9,Amulet (Holy Symbol),Gear,5,
48,Heavy Crossbow,Weapons,50,
86,Hammer,Gear,1,
8,Half Plate,Armor,750,
42,Trident,Weapons,5,
43,War Pick,Weapons,5,
8,Amulet (Holy Symbol),Gear,5,
14,Club,Weapons,1,
61,Staff (Arcane Focus),Gear,5,
80,Studded Leather,Armor,45,
42,Trident,Weapons,5,
43,War Pick,Weapons,5,
29,Flail,Weapons,10,
38,Pike,Weapons,5,
28,Battleaxe,Weapons,10,
60,Rod (Arcane Focus),Gear,10,
4,null,Armor,10,
3,Studded Leather,Armor,45,
5,Chain Shirt,Armor,50,
43,War Pick,Weapons,5,
88,null,Gear,5,
77,Fine Clothes,Gear,150,
14,Book,Gear,25,
103,Rations (1 day),Gear,5,
72,Chalk (10 piece),Gear,1,
101,Basic Poison (Vial),Gear,100,
15,Dagger,Weapons,2,
13,Shield,Armor,10,
23,Spear,Weapons,10,
90,Halberd,Weapons,20,
19,Light Hammer,Weapons,2,
55,Crossbow Bolts (20),Gear,10,
75,Common Clothes,Gear,5,
53,Arrows (20),Gear,10,
103,Rations (1 day),Gear,5,
35,Longsword,Weapons,15,
85,Grappling Hook,Gear,2,
34,Climber's Kit,Gear,25,
11,Splint,Armor,200,
7,Breastplate,Armor,400,
2,Leather,Armor,10,
99,Hooded Lantern,Gear,5,
94,Hunting Trap,Gear,5,
88,null,Gear,5,
13,Shield,Armor,10,
107,Torch,Gear,1,
30,Glaive,Weapons,200,
90,Emblem (Holy Symbol),Gear,5,
105,Rope (50 ft),Gear,10,
34,Lance,Weapons,10,
59,Orb (Arcane Focus),Gear,20,
59,Orb (Arcane Focus),Gear,20,
41,Shortsword,Weapons,10,
71,Chain (10 ft),Gear,5,
85,Grappling Hook,Gear,2,
99,Hooded Lantern,Gear,5,
92,Studded Leather,Armor,45,
40,Scimitar,Weapons,25,
13,Shield,Armor,10,
4,Hide,Armor,10,
99,Hooded Lantern,Gear,5,
78,Traveler's Clothes,Gear,20,
97,Lamp,Gear,5,
40,Scimitar,Weapons,25,
66,Book,Gear,25,
22,Sickle,Weapons,1,
55,Crossbow Bolts (20),Gear,10,
94,Hunting Trap,Gear,5,
97,Lamp,Gear,5,
4,Hide,Armor,10,
94,Hunting Trap,Gear,5,
95,Ink (1 ounce bottle),Gear,1,
48,Heavy Crossbow,Weapons,50,
85,Grappling Hook,Gear,2,
17,Handaxe,Weapons,5,
105,Rope (50 ft),Gear,10,
5,Chain Shirt,Armor,50,
92,Holy Water (Flask),Gear,25,
9,Ring Mail,Armor,30,
74,Climber's Kit,Gear,25,
29,Flail,Weapons,10,
107,Torch,Gear,1,
23,Studded Leather,Armor,45,
2,Leather,Armor,10,
14,Club,Weapons,1,
89,Amulet (Holy Symbol),Gear,5,
12,Plate,Armor,1500,
7,Breastplate,Armor,400,
26,Lance,Weapons,10,
26,Shortbow,Weapons,25,
90,Emblem (Holy Symbol),Gear,5,
45,Halberd,Weapons,20,
41,Shortsword,Weapons,10,
57,Antitoxin (vial),Gear,50,
6,Scale Mail,Armor,50,
26,Shortbow,Weapons,25,
69,Caltrops (20),Gear,10,
36,Maul,Weapons,10,
55,Crossbow Bolts (20),Gear,10,
4,Hide,Armor,10,
8,Half Plate,Armor,750,
49,Longbow,Weapons,50,
87,Sledgehammer,Gear,2,
89,Amulet (Holy Symbol),Gear,5,
93,Hourglass,Gear,25,
103,Rations (1 day),Gear,5,
67,Glass Bottle,Gear,2,
69,Caltrops (20),Gear,10,
65,Bedroll,Gear,1000,
69,Caltrops (20),Gear,10,
70,Candle,Gear,1,
4,Hide,Armor,10,
16,Greatclub,Weapons,2,
57,Antitoxin (vial),Gear,50,
41,Shortsword,Weapons,10,
63,Backpack,Gear,20,
8,Half Plate,Armor,750,
89,Amulet (Holy Symbol),Gear,5,
84,Yew Wand (Druidic Focus),Gear,10,
10,Chain Mail,Armor,75,
65,Bedroll,Gear,1000,
23,Spear,Weapons,10,
17,Handaxe,Weapons,5,
103,Rations (1 day),Gear,5,
22,Sickle,Weapons,1,
85,Grappling Hook,Gear,2,
17,Ball Bearings (100),Gear,20,
52,Alchemist's Fire (flask),Gear,50,
107,Torch,Gear,1,
37,Morningstar,Weapons,15,
50,Net,Weapons,1,
43,War Pick,Weapons,1.8,
52,Alchemist's Fire (flask),Gear,50,
88,Healer's Kit,Gear,5,
81,null,Gear,1,
30,Glaive,Weapons,200,
108,Vial,Gear,1,
11,Splint,Armor,200,
38,Pike,Weapons,5,
16,Greatclub,Weapons,2,
27,Sling,Weapons,1,
89,Amulet (Holy Symbol),Gear,5,
44,null,Weapons,15,
97,Crowbar,Gear,2,
109,Waterskin,Gear,2,
20,Mace,Weapons,5,
82,Totem (Druidic Focus),Gear,1,
4,Hide,Armor,40.73,
96,Ink Pen,Gear,0.2,
4,Hide,Armor,10,
88,Healer's Kit,Gear,5,
100,Oil (Flask),Gear,1,
80,Crowbar,Gear,2,
46,Blowgun,Weapons,10,
100,Oil (Flask),Gear,1,
10,Chain Mail,Armor,75,
92,Holy Water (Flask),Gear,25,
62,Wand (Arcane Focus),Gear,10,
93,Hourglass,Gear,25,
76,Climber's Kit,Gear,25,
64,Ball Bearings (100),Gear,20,
58,Crystal (Arcane Focus),Gear,10,
14,null,Weapons,1,
14,Club,Weapons,1,
31,Greataxe,Weapons,28.91,
71,Blowgun Needles (50),Gear,10,
1,Padded,Armor,5,
20,Mace,Weapons,5,
62,Wand (Arcane Focus),Gear,10,
41,null,Weapons,10,
21,Quarterstaff,Weapons,2,
4,Hide,Armor,10,
109,Waterskin,Gear,69.8,
34,Lance,Weapons,10,
34,Glass Bottle,Gear,2,
79,Component Pouch,Gear,25,
65,Bedroll,Gear,1000,
65,Bedroll,Gear,1000,
59,Orb (Arcane Focus),Gear,20,
36,Maul,Weapons,10,
38,Pike,Weapons,5,
72,Chalk (10 piece),Gear,1,
37,Morningstar,Weapons,15,
15,Longsword,Weapons,15,
21,Quarterstaff,Weapons,2,
108,Vial,Gear,1,
14,Club,Weapons,1,
77,Fine Clothes,Gear,150,
71,Chain (10 ft),Gear,5,
70,Candle,Gear,1,
46,Blowgun,Weapons,10,
31,Greataxe,Weapons,50,
22,Quarterstaff,Weapons,2,
13,Shield,Armor,10,
13,Shield,Armor,10,
82,Totem (Druidic Focus),Gear,1,
83,Wooden Staff (Druidic Focus),Gear,5,
44,Warhammer,Weapons,15,
12,Plate,Armor,1500,
93,Hourglass,Gear,25,
49,Longbow,Weapons,50,
90,Emblem (Holy Symbol),Gear,5,
93,Hourglass,Gear,25,
37,Morningstar,Weapons,15,
2,Leather,Armor,10,
84,Yew Wand (Druidic Focus),Gear,10,
31,Greataxe,Weapons,50,
68,Bucket,Gear,1.5,
75,Common Clothes,Gear,5,
109,Waterskin,Gear,2,
95,Ink (1 ounce bottle),Gear,1,
106,Spellbook,Gear,50,
9,Ring Mail,Armor,30,
42,Trident,Weapons,5,
34,Lance,Weapons,10,
36,Crossbow Bolts (20),Gear,10,
108,null,Gear,1,
88,Healer's Kit,Gear,5,
78,Traveler's Clothes,Gear,20,
109,Waterskin,Gear,2,
57,Antitoxin (vial),Gear,50,
48,Heavy Crossbow,Weapons,50,
72,Chalk (10 piece),Gear,1,
104,Robes,Gear,10,
108,Vial,Gear,1,
12,Plate,Armor,1500,
2,Leather,Armor,10,
109,Waterskin,Gear,2,
68,Bucket,Gear,1.5,
103,Rations (1 day),Gear,5,
14,Club,Weapons,1,
45,Ring Mail,Armor,30,
93,Hourglass,Gear,25,
9,Ring Mail,Armor,30,
55,Crossbow Bolts (20),Gear,10,
5,Sprig of Mistletoe (Druidic Focus),Gear,1,
101,Basic Poison (Vial),Gear,31.93,
12,Plate,Armor,1500,
97,Lamp,Gear,5,
109,Waterskin,Gear,2,
101,Basic Poison (Vial),Gear,100,
18,Javelin,Weapons,5,
46,Blowgun,Weapons,10,
42,Trident,Weapons,5,
29,Flail,Weapons,10,
14,Club,Weapons,1,
17,Handaxe,Weapons,5,
50,Net,Weapons,1,
15,Dagger,Weapons,2,
54,Blowgun Needles (50),Gear,10,
103,Rations (1 day),Gear,5,
70,Candle,Gear,1,
73,Chest,Gear,5,
12,Plate,Armor,1500,
45,Whip,Weapons,2,
47,Rations (1 day),Gear,5,
31,Greataxe,Weapons,50,
5,Chain Shirt,Armor,50,
2,null,Armor,10,
77,Fine Clothes,Gear,150,
84,Yew Wand (Druidic Focus),Gear,10,
6,Scale Mail,Armor,50,
95,Ink (1 ounce bottle),Gear,1,
79,Component Pouch,Gear,25,
1,Padded,Armor,5,
86,Hammer,Gear,1,
48,Heavy Crossbow,Weapons,50,
58,Crystal (Arcane Focus),Gear,10,
38,Handaxe,Weapons,5,
109,Waterskin,Gear,2,
93,Hourglass,Gear,25,
26,Shortbow,Weapons,25,
3,Studded Leather,Armor,45,
73,Chest,Gear,5,
4,Hide,Armor,10,
94,Hunting Trap,Gear,5,
104,Robes,Gear,10,
11,Splint,Armor,200,
94,Hunting Trap,Gear,5,
102,Potion of Healing,Gear,50,
56,Sling Bullets (20),Gear,0.5,
35,Longsword,Weapons,15,
29,Flail,Weapons,10,
104,Robes,Gear,10,
52,Alchemist's Fire (flask),Gear,50,
18,Javelin,Weapons,5,
96,Mace,Weapons,5,
108,Vial,Gear,1,
62,Wand (Arcane Focus),Gear,10,
24,Light Crossbow,Weapons,25,
75,Common Clothes,Gear,5,
41,Shortsword,Weapons,10,
22,Sickle,Weapons,1,
15,Dagger,Weapons,2,
20,Mace,Weapons,5,
6,Scale Mail,Armor,50,
36,Maul,Weapons,10,
75,Common Clothes,Gear,5,
94,Hunting Trap,Gear,5,
83,Wooden Staff (Druidic Focus),Gear,21.76,
5,Chain Shirt,Armor,50,
9,Ring Mail,Armor,30,
26,Shortbow,Weapons,25,
11,Splint,Armor,200,
10,Chain Mail,Armor,75,
32,Greatsword,Weapons,50,
71,Chain (10 ft),Gear,5,
52,Alchemist's Fire (flask),Gear,50,
9,Ring Mail,Armor,30,
68,Bucket,Gear,1.5,
64,Ball Bearings (100),Gear,20,
75,Common Clothes,Gear,5,
57,Antitoxin (vial),Gear,50,
27,Sling,Weapons,1,
77,Fine Clothes,Gear,150,
21,Quarterstaff,Weapons,2,
43,War Pick,Weapons,5,
62,Wand (Arcane Focus),Gear,10,
73,Chest,Gear,9.0,
29,Flail,Weapons,10,
22,Sickle,Weapons,1,
69,Caltrops (20),Gear,10,
24,Light Crossbow,Weapons,25,
79,Whip,Weapons,2,
101,null,Gear,100,
8,Half Plate,Armor,750,
102,Potion of Healing,Gear,50,
48,Heavy Crossbow,Weapons,50,
16,Greatclub,Weapons,2,
13,Shield,Armor,10,
11,Splint,Armor,200,
12,Plate,Armor,1500,
41,Shortsword,Weapons,10,
41,Shortsword,Weapons,10,
58,Crystal (Arcane Focus),Gear,10,
61,Staff (Arcane Focus),Gear,5,
13,null,Armor,10,
93,Hourglass,Gear,25,
91,Reliquary (Holy Symbol),Gear,5,
42,Trident,Weapons,5,
101,Basic Poison (Vial),Gear,100,
15,Spellbook,Gear,50,
1,Padded,Armor,5,
69,Caltrops (20),Gear,10,
101,null,Gear,100,
54,Blowgun Needles (50),Gear,10,
77,Fine Clothes,Gear,150,
105,Rope (50 ft),Gear,10,
53,Arrows (20),Gear,10,
91,Reliquary (Holy Symbol),Gear,5,
85,Grappling Hook,Gear,2,
63,Backpack,Gear,20,
66,Book,Gear,25,
102,null,Gear,50,
8,Half Plate,Armor,750,
95,Ink (1 ounce bottle),Gear,1,
64,Ball Bearings (100),Gear,20,
26,Shortbow,Weapons,25,
6,null,Armor,50,
68,Bucket,Gear,1.5,
88,Heavy Crossbow,Weapons,50,
19,Light Hammer,Weapons,2,
51,Acid (vial),Gear,25,
6,Scale Mail,Armor,50,
8,Half Plate,Armor,750,
90,Emblem (Holy Symbol),Gear,5,
55,Crossbow Bolts (20),Gear,16.86,
1,Padded,Armor,5,
49,Padded,Armor,5,
86,Hammer,Gear,1,
34,Lance,Weapons,10,
29,Flail,Weapons,10,
78,Traveler's Clothes,Gear,20,
37,Morningstar,Weapons,15,
10,Chain Mail,Armor,75,
7,Breastplate,Armor,400,
9,Ring Mail,Armor,30,
49,Longbow,Weapons,50,
4,Hide,Armor,10,
86,Half Plate,Armor,750,
106,Spellbook,Gear,50,
75,Common Clothes,Gear,5,
74,null,Gear,25,
84,Yew Wand (Druidic Focus),Gear,51.9,
3,Studded Leather,Armor,45,
83,Wooden Staff (Druidic Focus),Gear,5,
93,Hourglass,Gear,25,
25,Dart,Weapons,0.5,
68,Bucket,Gear,1.5,
105,Rope (50 ft),Gear,10,
23,Spear,Weapons,10,
41,Shortsword,Weapons,10,
47,Spellbook,Gear,50,
75,Common Clothes,Gear,5,
88,Healer's Kit,Gear,5,
11,Splint,Armor,200,
4,Hide,Armor,10,
63,Backpack,Gear,20,
66,Book,Gear,25,
54,Blowgun Needles (50),Gear,10,
99,Hooded Lantern,Gear,5,
57,Antitoxin (vial),Gear,50,
74,Climber's Kit,Gear,25,
78,Traveler's Clothes,Gear,20,
50,Net,Weapons,1,
27,Sling,Weapons,1,
59,Orb (Arcane Focus),Gear,20,
103,Rations (1 day),Gear,5,
6,Scale Mail,Armor,50,
107,Torch,Gear,1,
6,Scale Mail,Armor,50,
25,Dart,Weapons,0.5,
32,Greatsword,Weapons,50,
56,Sling Bullets (20),Gear,0.5,
73,Chest,Gear,5,
103,Rations (1 day),Gear,5,
7,Breastplate,Armor,400,
103,Rations (1 day),Gear,5,
79,Component Pouch,Gear,25,
50,Net,Weapons,1,
91,Reliquary (Holy Symbol),Gear,5,
93,Hourglass,Gear,25,
36,Maul,Weapons,10,
102,Potion of Healing,Gear,50,
4,Hide,Armor,10,
5,Chain Shirt,Armor,50,
70,Candle,Gear,1,
62,Wand (Arcane Focus),Gear,10,
3,Studded Leather,Armor,45,
89,Amulet (Holy Symbol),Gear,5,
67,Glass Bottle,Gear,2,
106,Spellbook,Gear,50,
1,Padded,Armor,5,
85,null,Gear,2,
30,Glaive,Weapons,200,
79,Component Pouch,Gear,25,
65,Bedroll,Gear,1000,
20,Mace,Weapons,5,
96,Ink Pen,Gear,0.2,
6,Scale Mail,Armor,50,
52,Alchemist's Fire (flask),Gear,50,
40,Scimitar,Weapons,25,
38,Pike,Weapons,5,
17,Handaxe,Weapons,5,
95,Ink (1 ounce bottle),Gear,1,
4,Quarterstaff,Weapons,2,
95,Ink (1 ounce bottle),Gear,1,
8,Half Plate,Armor,750,
14,Club,Weapons,1,
86,Hammer,Gear,1,
101,Basic Poison (Vial),Gear,100,
43,War Pick,Weapons,5,
86,Hammer,Gear,1,
75,Common Clothes,Gear,5,
5,Chain Shirt,Armor,50,
11,Splint,Armor,200,
70,Candle,Gear,1,
32,Greatsword,Weapons,50,
11,Splint,Armor,200,
99,null,Gear,5,
43,War Pick,Weapons,5,
50,Net,Weapons,1,
43,War Pick,Weapons,5,
54,Blowgun Needles (50),Gear,10,
7,Breastplate,Armor,400,
24,Light Crossbow,Weapons,25,
88,Healer's Kit,Gear,5,
4,Hide,Armor,10,
67,Glass Bottle,Gear,2,
28,Battleaxe,Weapons,10,
54,Blowgun Needles (50),Gear,10,
30,Glaive,Weapons,200,
18,Javelin,Weapons,5,
60,Rod (Arcane Focus),Gear,10,
76,Costume Clothes,Gear,15,
89,Amulet (Holy Symbol),Gear,5,
98,Bullseye Lantern,Gear,10,
30,Glaive,Weapons,200,
28,Battleaxe,Weapons,10,
6,Scale Mail,Armor,50,
40,Scimitar,Weapons,25,
106,Spellbook,Gear,31.02,
14,Club,Weapons,1,
10,Chain Mail,Armor,75,
30,Glaive,Weapons,200,
7,Breastplate,Armor,400,
53,Arrows (20),Gear,10,
22,Sickle,Weapons,1,
63,Backpack,Gear,20,
17,Handaxe,Weapons,5,
97,Lamp,Gear,5,
27,Sling,Weapons,1,
48,Heavy Crossbow,Weapons,50,
7,Breastplate,Armor,400,
90,Emblem (Holy Symbol),Gear,5,
20,Mace,Weapons,5,
50,Net,Weapons,1,
61,Glass Bottle,Gear,2,
66,Book,Gear,25,
66,Book,Gear,25,
41,Shortsword,Weapons,10,
92,Holy Water (Flask),Gear,25,
43,War Pick,Weapons,5,
41,Sling Bullets (20),Gear,0.5,
62,Wand (Arcane Focus),Gear,10,
8,Half Plate,Armor,750,
35,Longsword,Weapons,15,
44,Warhammer,Weapons,15,
2,Leather,Armor,10,
94,Hunting Trap,Gear,5,
73,Chest,Gear,5,
4,Hide,Armor,10,
94,Hunting Trap,Gear,5,
100,Staff (Arcane Focus),Gear,5,
17,Handaxe,Weapons,5,
97,Lamp,Gear,5,
70,Candle,Gear,1,
8,Half Plate,Armor,750,
7,Breastplate,Armor,400,
96,Ink Pen,Gear,0.2,
86,Hammer,Gear,1,
4,Hide,Armor,26.0,
100,Oil (Flask),Gear,1,
75,Common Clothes,Gear,5,
64,Ball Bearings (100),Gear,20,
13,Shield,Armor,10,
71,Chain (10 ft),Gear,5,
36,Maul,Weapons,10,
79,Maul,Weapons,10,
66,Book,Gear,25,
67,Glass Bottle,Gear,45.64,
85,Grappling Hook,Gear,2,
90,Emblem (Holy Symbol),Gear,5,
101,Basic Poison (Vial),Gear,100,
60,Rod (Arcane Focus),Gear,10,
95,Ink (1 ounce bottle),Gear,1,
37,Morningstar,Weapons,15,
51,Acid (vial),Gear,25,
31,Greataxe,Weapons,50,
82,Totem (Druidic Focus),Gear,1,
28,Battleaxe,Weapons,10,
56,Sling Bullets (20),Gear,0.5,
32,Greatsword,Weapons,50,
107,Torch,Gear,1,
41,Shortsword,Weapons,10,
108,Vial,Gear,1,
28,Battleaxe,Weapons,56.2,
103,Rations (1 day),Gear,5,
1,Padded,Armor,5,
29,Flail,Weapons,10,
2,Leather,Armor,10,
30,Glaive,Weapons,200,
28,Battleaxe,Weapons,10,
62,Wand (Arcane Focus),Gear,10,
7,null,Armor,400,
2,Leather,Armor,65.44,
49,Longbow,Weapons,50,
77,Chest,Gear,5,
8,Half Plate,Armor,750,
79,Component Pouch,Gear,25,
49,Longbow,Weapons,50,
65,Bedroll,Gear,1000,
78,Traveler's Clothes,Gear,20,
41,Shortsword,Weapons,10,
95,Ink (1 ounce bottle),Gear,1,
12,Plate,Armor,1500,
84,Yew Wand (Druidic Focus),Gear,10,
56,Sling Bullets (20),Gear,0.5,
101,Basic Poison (Vial),Gear,100,
32,Greatsword,Weapons,50,
108,Vial,Gear,1,
60,Rod (Arcane Focus),Gear,10,
34,Lance,Weapons,10,
8,Half Plate,Armor,750,
31,Greataxe,Weapons,50,
101,Basic Poison (Vial),Gear,0.69,
92,Holy Water (Flask),Gear,25,
99,Hooded Lantern,Gear,5,
9,Ring Mail,Armor,30,
67,Glass Bottle,Gear,2,
93,Hourglass,Gear,25,
94,Hunting Trap,Gear,5,
45,Whip,Weapons,2,
88,Healer's Kit,Gear,5,
59,Orb (Arcane Focus),Gear,20,
63,Backpack,Gear,20,
54,Blowgun Needles (50),Gear,10,
89,Amulet (Holy Symbol),Gear,5,
83,Wooden Staff (Druidic Focus),Gear,5,
13,Shield,Armor,10,
36,Maul,Weapons,10,
4,Hide,Armor,10,
15,Dagger,Weapons,2,
1,Padded,Armor,5,
9,Ring Mail,Armor,30,
57,null,Gear,50,
2,Leather,Armor,10,
31,Greataxe,Weapons,50,
64,Ball Bearings (100),Gear,20,
94,Hunting Trap,Gear,5,
41,War Pick,Weapons,5,
47,Hand Crossbow,Weapons,75,
93,Hourglass,Gear,25,
4,null,Armor,10,
14,Wooden Staff (Druidic Focus),Gear,5,
98,null,Gear,10,
82,Totem (Druidic Focus),Gear,1,
27,Sling,Weapons,1,
83,Wooden Staff (Druidic Focus),Gear,5,
76,Costume Clothes,Gear,15,
18,Javelin,Weapons,5,
44,Warhammer,Weapons,15,
32,Greatsword,Weapons,50,
58,Crystal (Arcane Focus),Gear,10,
108,Vial,Gear,1,
70,Candle,Gear,1,
60,Rod (Arcane Focus),Gear,10,
104,Robes,Gear,10,
17,Handaxe,Weapons,5,
108,Vial,Gear,1,
97,Lamp,Gear,5,
44,Warhammer,Weapons,15,
39,Rapier,Weapons,25,
63,Rapier,Weapons,25,
6,Scale Mail,Armor,50,
38,Pike,Weapons,5,
46,Blowgun,Weapons,10,
38,Pike,Weapons,5,
47,Hand Crossbow,Weapons,75,
98,null,Gear,10,
89,Amulet (Holy Symbol),Gear,5,
20,Mace,Weapons,5,
91,Reliquary (Holy Symbol),Gear,5,
8,Half Plate,Armor,750,
8,Half Plate,Armor,750,
33,Halberd,Weapons,20,
41,Shortsword,Weapons,10,
57,Antitoxin (vial),Gear,50,
61,Staff (Arcane Focus),Gear,5,
79,Component Pouch,Gear,25,
20,Mace,Weapons,5,
56,Sling Bullets (20),Gear,0.48,
84,Yew Wand (Druidic Focus),Gear,10,
25,Dart,Weapons,0.5,
10,Chain Mail,Armor,75,
43,null,Weapons,5,
77,Fine Clothes,Gear,150,
83,Wooden Staff (Druidic Focus),Gear,5,
6,Scale Mail,Armor,50,
25,Dart,Weapons,0.5,
35,Longsword,Weapons,15,
52,Light Hammer,Weapons,2,
98,Bullseye Lantern,Gear,10,
106,Spellbook,Gear,50,
13,Shield,Armor,10,
73,Hand Crossbow,Weapons,75,
61,null,Gear,5,
10,Chain Mail,Armor,75,
74,Climber's Kit,Gear,11.98,
102,Potion of Healing,Gear,50,
29,Flail,Weapons,10,
53,Arrows (20),Gear,10,
9,Ring Mail,Armor,30,
102,Potion of Healing,Gear,50,
97,Lamp,Gear,5,
91,Reliquary (Holy Symbol),Gear,5,
2,Leather,Armor,10,
